observed,fitted,residual,standardized_residual
3.0,1.053106447199628,1.946893552800372,1.6204864370753629
3.0,1.053106447199628,1.946893552800372,1.6204864370753629
1.0,0.8487240326508667,0.1512759673491333,0.12552778578232243
2.0,0.8877159026322956,1.1122840973677044,0.9202537234308322
2.0,0.2847371354596766,1.7152628645403234,1.5001180789349577
2.0,0.7613704100021521,1.238629589997848,1.0257267042099099
1.0,0.5109090510823973,0.48909094891760274,0.40695982268843806
1.0,0.4291560852628926,0.5708439147371074,0.476135637425265
1.0,0.3310525262794872,0.6689474737205128,0.5599077424533047
0.0,0.11454232479907134,-0.11454232479907134,-0.10046539218436339
2.0,1.1668173905667572,0.8331826094332428,0.6954778012307211
0.0,1.1668173905667572,-1.1668173905667572,-0.9739708727011727
0.0,0.932706624810903,-0.932706624810903,-0.774684332994115
0.0,0.891830141901151,-0.891830141901151,-0.7403523403500953
1.0,0.6762995956497297,0.32370040435027025,0.268454574974525
0.0,0.5462380591186999,-0.5462380591186999,-0.4533761456345213
0.0,0.4347567420921026,-0.4347567420921026,-0.36139986037977173
0.0,0.34185564456993855,-0.34185564456993855,-0.2847073360081898
2.0,1.5187001570028356,0.48129984299716444,0.4023388614308822
1.0,1.2318215678543922,-0.23182156785439223,-0.19228324846408013
0.0,1.2058092605481863,-1.2058092605481863,-0.9997040249347829
1.0,1.2303351502940374,-0.2303351502940374,-0.1910452315830668
1.0,1.2303351502940374,-0.2303351502940374,-0.1910452315830668
1.0,1.0430465376893543,-0.04304653768935429,-0.03562289196988228
1.0,1.1627031512979018,-0.1627031512979018,-0.13480517433171166
1.0,1.146352558134001,-0.14635255813400105,-0.12123194248244377
1.0,1.146352558134001,-0.14635255813400105,-0.12123194248244377
1.0,0.9962243845381835,0.003775615461816484,0.003123780408901979
-1.0,0.7405605641571873,-1.7405605641571873,-1.441737864648081
3.0,0.5354349408282486,2.4645650591717514,2.0493831931116406
2.0,1.35147818146294,0.64852181853706,0.5393207881623616
2.0,1.2726980507641443,0.7273019492358557,0.6037342557072549
1.0,1.2593202927209528,-0.2593202927209528,-0.21520389603809525
1.0,1.1827697883626895,-0.18276978836268953,-0.15147470123264328
1.0,1.1708784478798524,-0.1708784478798524,-0.14159487490140363
0.0,1.1307451737502774,-1.1307451737502774,-0.9364803335199234
0.0,1.120340250827795,-1.120340250827795,-0.9277528636310631
0.0,0.9627799894302045,-0.9627799894302045,-0.7964999746403655
0.0,0.9233899240808068,-0.9233899240808068,-0.7639102547394845
0.0,0.9122417923781472,-0.9122417923781472,-0.7546999539554409
0.0,0.8617035953260896,-0.8617035953260896,-0.7130116209411743
0.0,0.7925851787695994,-0.7925851787695994,-0.6561417754881451
1.0,0.9204170889600976,0.07958291103990245,0.06583830018118952
0.0,1.2099234998170414,-1.2099234998170414,-1.0112664856859586
1.0,1.2318215678543922,-0.23182156785439223,-0.19228324846408013
0.0,1.2058092605481863,-1.2058092605481863,-0.9997040249347829
2.0,0.9148696140866477,1.0851303859133523,0.901070051917855
0.0,-0.0750844811095348,0.0750844811095348,0.06349870486230469
0.0,-0.0750844811095348,0.0750844811095348,0.06349870486230469
0.0,0.011127737391033232,-0.011127737391033232,-0.009371954253591191
1.0,1.2199302273715553,-0.21993022737155532,-0.18238167491291615
1.0,1.212498139569782,-0.21249813956978203,-0.17619609674969086
1.0,1.2087820956688953,-0.20878209566889527,-0.17310412048646476
1.0,1.179053744461803,-0.179053744461803,-0.14838674619072642
1.0,1.1753377005609162,-0.17533770056091624,-0.14529925738894184
3.0,1.1779655222694168,1.8220344777305832,1.5213903951983576
3.0,1.1779655222694168,1.8220344777305832,1.5213903951983576
3.0,1.1742494783685302,1.8257505216314698,1.5243269333652834
3.0,1.0887804686481393,1.9112195313518607,1.592076881487618
1.0,0.8520418811837844,0.14795811881621557,0.12243329672918928
0.0,0.8334616616793515,-0.8334616616793515,-0.6897565300928601
1.0,0.8520418811837844,0.14795811881621557,0.12243329672918928
0.0,0.8334616616793515,-0.8334616616793515,-0.6897565300928601
0.0,0.8089357719335004,-0.8089357719335004,-0.6695819764589155
0.0,0.8223135299766919,-0.8223135299766919,-0.6805840464125574
0.0,0.9624349760179958,-0.9624349760179958,-0.7997278097836361
0.0,0.9401387126126761,-0.9401387126126761,-0.7809390830545407
-1.0,0.33442355676816504,-1.334423556768165,-1.1115398529282652
-1.0,0.15976949342649638,-1.1597694934264964,-0.9710036063007677
0.0,0.3492877323717112,-0.3492877323717112,-0.2908474967417456
-1.0,0.1449053178229498,-1.1449053178229498,-0.9590635053277343
-1.0,0.16720158122826945,-1.1672015812282694,-0.9769741769723717
3.0,0.20807806413802155,2.7919219358619785,2.3337424546845553
0.0,0.04828817639989902,-0.04828817639989902,-0.040603189418599424
1.0,0.18578180073270234,0.8142181992672977,0.6810908684838821
1.0,0.7840648687754403,0.21593513122455965,0.17910516985740155
2.0,1.1991203815265903,0.8008796184734097,0.6639157333079961
2.0,1.17979695324198,0.8202030467580199,0.6797322109321707
2.0,1.1352044264313415,0.8647955735686585,0.7162594558709022
1.0,1.03041198842634,-0.030411988426340075,-0.025165377482736746
3.0,0.8631900128864443,2.1368099871135557,1.7680780819827364
3.0,0.8944047816538914,2.1055952183461084,1.7420380520669463
3.0,0.5190843476643479,2.480915652335652,2.063854338773728
3.0,0.45368197500874397,2.546318024991256,2.122222170715095
3.0,0.4499659311078572,2.550034068892143,2.1255624589584636
1.0,0.866906056787331,0.13309394321266899,0.11012506276828389
1.0,0.8371777055802383,0.1628222944197617,0.13474523910900038
1.0,0.8386641231405929,0.1613358768594071,0.13351386353667652
-1.0,0.8386641231405929,-1.838664123140593,-1.5215905823643983
1.0,1.2206734361517324,-0.2206734361517324,-0.18300035385274935
1.0,1.125542712289036,-0.12554271228903602,-0.10396790250337071
1.0,1.1991203815265903,-0.19912038152659028,-0.16506744717737293
1.0,1.1842562059230441,-0.18425620592304415,-0.15271001560555605
1.0,1.120340250827795,-0.12034025082779509,-0.09965366524417427
1.0,1.174594491780739,-0.17459449178073894,-0.14468181486711645
1.0,1.1173674157070856,-0.11736741570708564,-0.09718868688298633
1.0,1.1597303161771926,-0.15973031617719258,-0.13233671374626355
1.0,1.1106785366854899,-0.11067853668548988,-0.09164325857655783
2.0,1.1322315913106322,0.8677684086893678,0.7186962160053159
0.0,0.8973776167746008,-0.8973776167746008,-0.7424279692850476
0.0,0.9137282099385016,-0.9137282099385016,-0.7559276754668266
0.0,0.32436364725789124,-0.32436364725789124,-0.2715624375632004
0.0,0.174978682442251,-0.174978682442251,-0.14746480593993871
0.0,0.3503759545640972,-0.3503759545640972,-0.29304839398855564
3.0,0.6644082551668928,2.335591744833107,1.9370347360371591
3.0,0.6138700581148351,2.386129941885165,1.9793932731231874
1.0,0.6138700581148351,0.3861299418851649,0.3203107241155124
0.0,0.7023119029559357,-0.7023119029559357,-0.5824285833753179
0.0,0.5707639488645513,-0.5707639488645513,-0.4736225225128423
0.0,0.5462380591186999,-0.5462380591186999,-0.4533761456345213
0.0,0.39759630308323723,-0.39759630308323723,-0.33073576904459845
0.0,0.6614354200461836,-0.6614354200461836,-0.5485696163688363
0.0,0.5298874659547987,-0.5298874659547987,-0.43988251094496444
0.0,0.5053615762089474,-0.5053615762089474,-0.4196463074480163
0.0,0.35671982017348425,-0.35671982017348425,-0.296986605505215
0.0,0.6614354200461836,-0.6614354200461836,-0.5485696163688363
0.0,0.5298874659547987,-0.5298874659547987,-0.43988251094496444
0.0,0.6205589371364311,-0.6205589371364311,-0.5147592500901249
1.0,1.1991203815265903,-0.19912038152659028,-0.16506744717737293
1.0,1.0430465376893543,-0.04304653768935429,-0.03562289196988228
1.0,1.1627031512979018,-0.1627031512979018,-0.13480517433171166
1.0,1.146352558134001,-0.14635255813400105,-0.12123194248244377
1.0,0.9962243845381835,0.003775615461816484,0.003123780408901979
-1.0,0.7405605641571873,-1.7405605641571873,-1.441737864648081
3.0,0.852440076551753,2.147559923448247,1.782088636478935
3.0,0.8821684277588457,2.1178315722411543,1.7579299427671413
3.0,0.8985190209227469,2.101480979077253,1.744677721953103
3.0,0.8985190209227469,2.101480979077253,1.744677721953103
3.0,0.865817834594945,2.134182165405055,1.7712068715519513
1.0,0.4451616650145853,0.5548383349854147,0.4611388314122234
0.0,0.7078593778293856,-0.7078593778293856,-0.5865917318946091
2.0,0.7963012226704858,1.2036987773295142,0.9964484387081916
3.0,0.6491458841953779,2.350854115804622,1.9499879324284566
2.0,0.6216471593288171,1.378352840671183,1.1439168161595363
3.0,0.6127286539666894,2.3872713460333106,1.9815915922523495
2.0,0.5748250061776465,1.4251749938223535,1.1839621649264802
3.0,0.5376645671687807,2.4623354328312193,2.0474134868347393
2.0,0.5086794247418656,1.4913205752581344,1.2409638046019578
2.0,1.101016822543185,0.8989831774568151,0.7442964596670274
2.0,1.048992207930773,0.951007792069227,0.7870307811794796
2.0,0.718771063083228,1.281228936916772,1.1224585566499892
0.0,1.03041198842634,-1.03041198842634,-0.8526475246527259
0.0,0.996967593318361,-0.996967593318361,-0.8248498135643113
0.0,0.8854862762917639,-0.8854862762917639,-0.732616999967076
0.0,0.6110057899575172,-0.6110057899575172,-0.5344089098781711
0.0,0.518104692435353,-0.518104692435353,-0.45280452961478357
0.0,0.9226467153006295,-0.9226467153006295,-0.7632960613775762
0.0,0.8000172665713725,-0.8000172665713725,-0.6622500713721752
0.0,0.5849934826513115,-0.5849934826513115,-0.5115161720526462
0.0,0.4140554632105291,-0.4140554632105291,-0.36181303421160643
1.0,1.1493253932547103,-0.14932539325471028,-0.12369921336756672
1.0,1.1084489103449582,-0.10844891034495818,-0.08979501419372972
1.0,1.1270291298493909,-0.12702912984939085,-0.10520066697026616
0.0,0.9300788031024025,-0.9300788031024025,-0.7694391317663332
0.0,0.6816106240743622,-0.6816106240743622,-0.5967515074284937
0.0,0.07217942432896418,-0.07217942432896418,-0.06337440946502114
0.0,1.0779773503576882,-1.0779773503576882,-0.892302918934146
0.0,1.0571675045127233,-1.0571675045127233,-0.8749353411887866
0.0,0.9337948470032891,-0.9337948470032891,-0.7725116252819791
0.0,0.9337948470032891,-0.9337948470032891,-0.7725116252819791
0.0,1.068315636215383,-1.068315636215383,-0.8842357448757873
0.0,1.0475057903704184,-1.0475057903704184,-0.8668816542056547
0.0,1.0341280323272266,-1.0341280323272266,-0.8557403326689839
1.0,1.33478257488683,-0.33478257488683005,-0.2810635625906588
1.0,1.3087702675806243,-0.3087702675806243,-0.25896275276385067
1.0,1.2634345319898082,-0.26343453198980815,-0.2205741249663599
1.0,1.237422224683602,-0.23742222468360197,-0.1986171406265787
2.0,1.0590521174410468,0.9409478825589532,0.7832938112761927
2.0,1.062024952561756,0.937975047438244,0.7808700100635589
2.0,1.050876820859096,0.949123179140904,0.7899599076581085
2.0,0.9557460969964,1.0442539030036,0.867624502680869
2.0,0.9297337896901938,1.0702662103098062,0.8889017139841373
2.0,0.7357562980639147,1.2642437019360853,1.0484582440903905
-1.0,0.895891199214246,-1.895891199214246,-1.568535320120663
-1.0,0.7814370470669396,-1.7814370470669396,-1.4749206389577032
-1.0,0.8304888265586423,-1.8304888265586423,-1.5149072731827944
-1.0,0.8304888265586423,-1.8304888265586423,-1.5149072731827944
-1.0,0.7977876402308408,-1.7977876402308408,-1.4882284890433988
3.0,0.7350130892837377,2.2649869107162623,1.8783890050561436
3.0,0.7052847380766449,2.294715261923355,1.9030093187804962
-1.0,0.619815728356254,-1.619815728356254,-1.3436574106174188
-1.0,0.6049515527527074,-1.6049515527527074,-1.3314483087550648
2.0,0.9441997699257716,1.0558002300742284,0.873442974873497
2.0,0.9828466264949918,1.0171533735050082,0.8415151953267197
2.0,0.9419701435852394,1.0580298564147606,0.8752873299583376
2.0,0.9806170001544599,1.0193829998455401,0.8433551531698081
2.0,0.9337948470032891,1.066205152996711,0.8820522818997836
2.0,0.9010936606754871,1.0989063393245129,0.909149973020166
2.0,0.9152146274988562,1.0847853725011438,0.8974410810472531
3.0,0.9494022313870127,2.0505977686129873,1.6964224163622357
3.0,0.9739281211328641,2.026071878867136,1.6761834965506777
0.0,0.6469162578548457,-0.6469162578548457,-0.5366263687919887
0.0,0.7078593778293856,-0.7078593778293856,-0.5865917318946091
0.0,0.7197507183122227,-0.7197507183122227,-0.5963455163753457
-2.0,0.7825784512150857,-2.7825784512150857,-2.3079654847025224
-1.0,0.6919069800334534,-1.6919069800334534,-1.4031138313414555
-2.0,0.7654846492710075,-2.7654846492710075,-2.2936323412316466
-1.0,0.6859613097920345,-1.6859613097920345,-1.3981942016363473
-2.0,0.6837316834515028,-2.683731683451503,-2.225668777209832
