observed,fitted,residual,standardized_residual
3.0,1.131451470026734,1.868548529973266,1.5602920826577664
3.0,1.131451470026734,1.868548529973266,1.5602920826577664
1.0,0.941530103196077,0.058469896803923005,0.048696933307292564
2.0,0.9499870990214423,1.0500129009785577,0.8711512601243802
2.0,0.3239224142728738,1.6760775857271262,1.4693288007270773
2.0,0.864269475289674,1.135730524710326,0.9443313089237482
1.0,0.6339134357888727,0.3660865642111273,0.3061190824211925
1.0,0.541331427502711,0.458668572497289,0.384282255448952
1.0,0.4189343074065013,0.5810656925934987,0.4880752061103031
0.0,0.12478465295251384,-0.12478465295251384,-0.1096758684442548
2.0,1.2139548809309277,0.7860451190690723,0.6577567900558517
0.0,1.2139548809309277,-1.2139548809309277,-1.0158285400963034
0.0,1.0260454188355081,-1.0260454188355081,-0.8553723230409622
0.0,0.9860379604557876,-0.9860379604557876,-0.8216210542534008
1.0,0.7397014909903994,0.2602985090096006,0.21648087629201815
0.0,0.5622675367618613,-0.5622675367618613,-0.46766044649296507
0.0,0.3929382361871643,-0.3929382361871643,-0.3274161673772768
0.0,0.23967192192465991,-0.23967192192465991,-0.20041474984296162
2.0,1.0720709834286006,0.9279290165713994,0.808919074564028
1.0,1.0797784493758646,-0.07977844937586465,-0.0665995260974716
0.0,1.075265489236457,-1.075265489236457,-0.8961941256633452
1.0,1.0795439103817919,-0.07954391038179187,-0.06639713304934428
1.0,1.0795439103817919,-0.07954391038179187,-0.06639713304934428
1.0,1.027352132382107,-0.027352132382107097,-0.0226825597504415
1.0,1.0658789919609049,-0.06587899196090485,-0.054792035890301335
1.0,1.0616960779768727,-0.06169607797687271,-0.051280505812683466
1.0,1.0616960779768727,-0.06169607797687271,-0.051280505812683466
1.0,1.0072849384775204,-0.007284938477520431,-0.006039742290424333
-1.0,0.8481903452727173,-1.8481903452727173,-1.5373938518196093
3.0,0.6600189106385099,2.33998108936149,1.9555584898945717
2.0,1.089376592889722,0.9106234071102779,0.7689566720366968
2.0,1.085119410695811,0.9148805893041889,0.7661273063088291
1.0,1.0836070263650615,-0.08360702636506145,-0.06993606029487953
1.0,1.070544618253725,-0.07054461825372504,-0.05872529196249313
1.0,1.0678420545193665,-0.06784205451936653,-0.056444486518563264
0.0,1.0573839020293045,-1.0573839020293045,-0.8784110663667865
0.0,1.054335803264144,-1.054335803264144,-0.875605051043955
0.0,0.9912322286914694,-0.9912322286914694,-0.8218453346252638
0.0,0.9704885669511221,-0.9704885669511221,-0.8048572098872853
0.0,0.9642569415415809,-0.9642569415415809,-0.7997757326332618
0.0,0.9340106028172732,-0.9340106028172732,-0.7751902583897501
0.0,0.887348281514416,-0.887348281514416,-0.7373472029898619
1.0,0.9688423631368872,0.031157636863112792,0.025840735891720996
0.0,1.2409020581985588,-1.2409020581985588,-1.0394774684525003
1.0,1.0797784493758646,-0.07977844937586465,-0.0665995260974716
0.0,1.075265489236457,-1.075265489236457,-0.8961941256633452
2.0,1.0088507743485022,0.9911492256514978,0.826102955318848
0.0,-0.5843087404959302,0.5843087404959302,0.5225332465144852
0.0,-0.5843087404959302,0.5843087404959302,0.5225332465144852
0.0,-0.39567309368499504,0.39567309368499504,0.3452588250760627
1.0,1.0778229078003705,-0.07782290780037049,-0.06491705251019796
1.0,1.076508731360523,-0.07650873136052305,-0.06379197279711324
1.0,1.0758251153650713,-0.0758251153650713,-0.06320821008952504
1.0,1.069719520788792,-0.06971952078879196,-0.05802815891053998
1.0,1.0688767381401731,-0.06887673814017314,-0.057316829599132396
3.0,1.2211521173696822,1.7788478826303178,1.4889086574247055
3.0,1.2211521173696822,1.7788478826303178,1.4889086574247055
3.0,1.2187707237404493,1.7812292762595507,1.4907725914780872
3.0,1.1591175595709713,1.8408824404290287,1.5380829767608146
1.0,0.9278557645633327,0.07214423543666726,0.0598856535637484
0.0,0.9156835186618899,-0.9156835186618899,-0.7603248058685135
1.0,0.9278557645633327,0.07214423543666726,0.0598856535637484
0.0,0.9156835186618899,-0.9156835186618899,-0.7603248058685135
0.0,0.8989391652405154,-0.8989391652405154,-0.746747504980975
0.0,0.9081679489168022,-0.9081679489168022,-0.7542307719005426
0.0,1.053797678242501,-1.053797678242501,-0.8788350470805911
0.0,1.0330895947893677,-1.0330895947893677,-0.86132346939611
-1.0,0.2269331168241584,-1.2269331168241584,-1.0263648244293289
-1.0,-0.09279329205115938,-0.9072067079488406,-0.7706428389243555
0.0,0.2523399862904194,-0.2523399862904194,-0.2109296885620233
-1.0,-0.1218079389892075,-0.8781920610107925,-0.7474862166844183
-1.0,-0.07839207968424744,-0.9216079203157526,-0.7821330885386003
3.0,-0.0004499022997224156,3.0004499022997226,2.5344622151376774
0.0,-0.31730036572375364,0.31730036572375364,0.27458185808583246
